id,name,irish_name,county,country,eircode,grid_reference,easting,northing,latitude,longitude,postal_town,local_government_area,province,nuts3_region,type
1868,Attiappleton,,Mayo,Republic of Ireland,F23,G187034,118702,303422,53.97378,-9.23970,Castlebar,Mayo County Council,Connacht,West,Townland
1869,Attiballa,,Roscommon,Republic of Ireland,F45,M842824,184239,282428,53.79133,-8.23988,Castlerea,Roscommon County Council,Connacht,West,Townland
1870,Attiblaney,Áit Tí Bléine,Offaly,Republic of Ireland,N37,N276370,227693,237085,53.38345,-7.58457,Athlone,Offaly County Council,Leinster,Midland,Townland
1871,Attibrassil,Áit Tí Breasail,Galway,Republic of Ireland,H53,M801257,180149,225791,53.28232,-8.29835,Ballinasloe,Galway County Council,Connacht,West,Townland
1872,Atticahill,Áit Tí Cathail,Mayo,Republic of Ireland,F23,M250934,125071,293420,53.88491,-9.14022,Castlebar,Mayo County Council,Connacht,West,Townland
1873,Attichree,,Sligo,Republic of Ireland,F26,G300266,130014,326674,54.18429,-9.07273,Ballina,Sligo County Council,Connacht,Border,Townland
1874,Atticlogh,Áit Tí Cloch,Galway,Republic of Ireland,H71,L666530,66686,253097,53.51114,-10.01029,Clifden,Galway County Council,Connacht,West,Townland
1875,Atticloghy,Áit Tí Cloiche,Mayo,Republic of Ireland,F26,G138319,113826,331957,54.22928,-9.32212,Ballina,Mayo County Council,Connacht,West,Townland
1876,Atticoffey East,Áit Tí Cofaigh Thoir,Galway,Republic of Ireland,H53,M840233,184077,223387,53.26085,-8.23934,Ballinasloe,Galway County Council,Connacht,West,Townland
1877,Atticoffey West,Áit Tí Cofaigh Thiar,Galway,Republic of Ireland,H53,M837231,183768,223121,53.25845,-8.24396,Ballinasloe,Galway County Council,Connacht,West,Townland
1878,Atticonaun,Áit Tí Conáin,Mayo,Republic of Ireland,F26,F728308,72872,330811,54.21047,-9.94928,Ballina,Mayo County Council,Connacht,West,Townland
1879,Atticonor,,Westmeath,Republic of Ireland,N91,N374328,237467,232858,53.34487,-7.43819,Mullingar,Westmeath County Council,Leinster,Midland,Townland
1880,Atticorra,Áit Tí Corra,Galway,Republic of Ireland,H53,M863326,186391,232666,53.34429,-8.20506,Ballinasloe,Galway County Council,Connacht,West,Townland
1881,Atticorra,,Roscommon,Republic of Ireland,H53,M870330,187088,233064,53.34788,-8.19461,Ballinasloe,Roscommon County Council,Connacht,West,Townland
1882,Attidavock,Áit Tí Dabhac,Galway,Republic of Ireland,H53,M623529,162379,252992,53.52575,-8.56800,Ballinasloe,Galway County Council,Connacht,West,Townland
1883,Attidermot,Áit Tí Diarmada,Galway,Republic of Ireland,H53,M784272,178405,227292,53.29575,-8.32459,Ballinasloe,Galway County Council,Connacht,West,Townland
1884,Attiduff,Áit Tí Duibh,Monaghan,Republic of Ireland,H18,H658467,265883,346788,54.36551,-6.98719,Monaghan,Monaghan County Council,Ulster,Border,Townland
1885,Attiduff,Áth an Tí Duibh,Monaghan,Republic of Ireland,H16,H582167,258285,316793,54.09701,-7.10987,Cootehill,Monaghan County Council,Ulster,Border,Townland
1886,Attiduff,,Sligo,Republic of Ireland,F91,G611468,161122,346861,54.36894,-8.59890,Sligo,Sligo County Council,Connacht,Border,Townland
1887,Attifarry,Áit Tí Fearaígh,Galway,Republic of Ireland,F42,M751572,175192,257296,53.56518,-8.37515,Roscommon,Galway County Council,Connacht,West,Townland
1888,Attifineen,Áit Tí Fínín,Galway,Republic of Ireland,H91,R422947,142230,194734,53.00053,-8.86120,Galway,Galway County Council,Connacht,West,Townland
1889,Attifinlay,Áit Tí Fionnalaigh,Leitrim,Republic of Ireland,N41,M948996,194898,299669,53.94643,-8.07845,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
1890,Attiflynn,Áit Tí Flainn,Galway,Republic of Ireland,H54,M540678,154084,267840,53.65848,-8.69525,Tuam,Galway County Council,Connacht,West,Townland
1891,Attigara,Áit Tí Gadhra,Galway,Republic of Ireland,H53,M837059,183716,205946,53.10413,-8.24386,Ballinasloe,Galway County Council,Connacht,West,Townland
1892,Attigoddaun,Áit Tí Geadáin,Galway,Republic of Ireland,H71,L590575,59010,257500,53.54868,-10.12790,Clifden,Galway County Council,Connacht,West,Townland
1893,Attikee,Áit Tí Mhic Aodha,Galway,Republic of Ireland,H53,M805197,180573,219724,53.22783,-8.29162,Ballinasloe,Galway County Council,Connacht,West,Townland
1894,Attiknockan,,Roscommon,Republic of Ireland,F42,M858546,185807,254643,53.54174,-8.21482,Roscommon,Roscommon County Council,Connacht,West,Townland
1895,Attimachugh,Áit Tí Mhic Aodha,Mayo,Republic of Ireland,F26,G330074,133040,307417,54.01173,-9.02212,Ballina,Mayo County Council,Connacht,West,Townland
1896,Attimachugh,Áit Tí Mhic Aodha,Mayo,Republic of Ireland,F26,G328071,132800,307178,54.00955,-9.02572,Ballina,Mayo County Council,Connacht,West,Town/Village
1897,Attimanus,Áit Tí Mánais,Leitrim,Republic of Ireland,N41,H039026,203965,302615,53.97291,-7.94033,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
1898,Attimany,Áit Tí Maine,Galway,Republic of Ireland,H53,M610337,161098,233708,53.35240,-8.58493,Ballinasloe,Galway County Council,Connacht,West,Townland
1899,Attimonbeg,Áth Tíomáin Beag,Galway,Republic of Ireland,H65,M586310,158670,231089,53.32869,-8.62104,Athenry,Galway County Council,Connacht,West,Townland
1900,Attimonmore North,Áth Tíomáin Mór Thuaidh,Galway,Republic of Ireland,H65,M586305,158675,230584,53.32415,-8.62090,Athenry,Galway County Council,Connacht,West,Townland
1901,Attimonmore South,Áth Tíomáin Mór Theas,Galway,Republic of Ireland,H65,M585298,158564,229807,53.31716,-8.62247,Athenry,Galway County Council,Connacht,West,Townland
1902,Attimurtagh,,Westmeath,Republic of Ireland,N37,N167361,216714,236198,53.37594,-7.74961,Athlone,Westmeath County Council,Leinster,Midland,Townland
1903,Attinadague,Allt na dTadhg,Donegal,Republic of Ireland,F92,C001142,200197,414236,54.97565,-7.99767,Letterkenny,Donegal County Council,Ulster,Border,Townland
1904,Attinaskollia,,Mayo,Republic of Ireland,F12,G370064,137009,306452,54.00356,-8.96139,Claremorris,Mayo County Council,Connacht,West,Townland
1905,Attinkee,Áit Tí an Chaoich,Offaly,Republic of Ireland,R42,N053177,205357,217720,53.21015,-7.92055,Birr,Offaly County Council,Leinster,Midland,Townland
1906,Attiquin,Áit Tí Mhic Mhaigheag,Cork,Republic of Ireland,P25,W941721,194112,72107,51.90164,-8.08627,Midleton,Cork County Council,Munster,South-West,Townland
1907,Attireesh,Áit Tí an Rísigh,Mayo,Republic of Ireland,F28,L996855,99645,285595,53.81033,-9.52419,Westport,Mayo County Council,Connacht,West,Townland
1908,Attiregan,Áit Tí Riagáin,Galway,Republic of Ireland,H53,M705356,170517,235646,53.37042,-8.44367,Ballinasloe,Galway County Council,Connacht,West,Townland
1909,Attirory,Áit Tí Ruairí,Leitrim,Republic of Ireland,N41,M949988,194969,298890,53.93944,-8.07735,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
1910,Attirory,,Roscommon,Republic of Ireland,H53,M898344,189844,234424,53.36017,-8.15328,Ballinasloe,Roscommon County Council,Connacht,West,Townland
1911,Attirowerty,Áit Tí Robhartaigh,Galway,Republic of Ireland,H91,L696555,69603,255573,53.53410,-9.96738,Galway,Galway County Council,Connacht,West,Townland
1912,Attishane,Áit Tí Seáin,Mayo,Republic of Ireland,F26,G104225,110475,322574,54.14443,-9.37069,Ballina,Mayo County Council,Connacht,West,Townland
1913,Attishane,,Roscommon,Republic of Ireland,F35,M531731,153118,273141,53.70602,-8.71066,Ballyhaunis,Roscommon County Council,Connacht,West,Townland
1914,Attiville,,Sligo,Republic of Ireland,F56,G679081,167983,308163,54.02177,-8.48923,Ballymote,Sligo County Council,Connacht,Border,Townland
1915,Attybrick,Áit Tí Bric,Tipperary,Republic of Ireland,E34,R941420,194161,142045,52.53015,-8.08676,Tipperary,Tipperary County Council,Munster,South-East,Townland
1916,Attycristora,,Clare,Republic of Ireland,V95,R104869,110433,186985,52.92655,-9.33255,Ennis,Clare County Council,Munster,Mid-West,Townland
1917,Attyflin,Áit Tí Flainn,Limerick,Republic of Ireland,V94,R514483,151451,148355,52.58472,-8.71699,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1918,Attyjames,Áit Tí Shéamais,Tipperary,Republic of Ireland,E32,S379307,237987,130707,52.42698,-7.44230,Carrick-On-Suir,Tipperary County Council,Munster,South-East,Townland
1919,Attykit,Áit Tí Ceit,Tipperary,Republic of Ireland,E25,S094349,209426,134944,52.46629,-7.86205,Cashel,Tipperary County Council,Munster,South-East,Townland
1920,Attymass,Áth Tí an Mheasaigh,Mayo,Republic of Ireland,F26,G290118,129099,311883,54.05132,-9.08326,Ballina,Mayo County Council,Connacht,West,Town/Village
1921,Attymon,Áth Tíomáin,Galway,Republic of Ireland,H65,M594304,159494,230449,53.32300,-8.60859,Athenry,Galway County Council,Connacht,West,Town/Village
1922,Attyshonock,Áit Tí Seonac,Galway,Republic of Ireland,H91,M252294,125274,229437,53.31018,-9.12180,Galway,Galway County Council,Connacht,West,Townland
1923,Attyslany North,Áit Tí Sláine Thuaidh,Clare,Republic of Ireland,H91,R393972,139378,197205,53.02241,-8.90413,Galway,Clare County Council,Munster,Mid-West,Townland
1924,Attyslany South,Áit Tí Sláine Thuaidh,Clare,Republic of Ireland,H91,R391963,139158,196347,53.01467,-8.90725,Galway,Clare County Council,Munster,Mid-West,Townland
1925,Attyterrila,,Clare,Republic of Ireland,V95,R334837,133458,183794,52.90122,-8.98959,Ennis,Clare County Council,Munster,Mid-West,Townland
1926,Auburn,Auburn,Dublin,Republic of Ireland,K36,O205451,320518,245106,53.44248,-6.18702,Malahide,Fingal County Council,Leinster,Dublin,Townland
1927,Auburn,Achadh na Gréine,Westmeath,Republic of Ireland,N37,N105498,210596,249890,53.49912,-7.84107,Athlone,Westmeath County Council,Leinster,Midland,Townland
1928,Aubwee,,Galway,Republic of Ireland,H91,M236294,123602,229459,53.31014,-9.14689,Galway,Galway County Council,Connacht,West,Townland
1929,Aucloggeen,Áth an Chloigín,Galway,Republic of Ireland,H91,M357391,135771,239161,53.39892,-8.96632,Galway,Galway County Council,Connacht,West,Townland
1930,Augeris,Eachros,Cork,Republic of Ireland,P12,W154693,115432,69345,51.87044,-9.22854,Macroom,Cork County Council,Munster,South-West,Townland
1931,Aughabrack,Achadh Breac,Cork,Republic of Ireland,P75,V623483,62349,48302,51.67087,-9.99048,Bantry,Cork County Council,Munster,South-West,Townland
1932,Aughacasla North,Áth an Chaisle Thuaidh,Kerry,Republic of Ireland,V92,Q641118,64185,111874,52.24230,-9.98906,Tralee,Kerry County Council,Munster,South-West,Townland
1933,Aughacasla South,Áth an Chaisle Theas,Kerry,Republic of Ireland,V92,Q645111,64502,111106,52.23548,-9.98413,Tralee,Kerry County Council,Munster,South-West,Townland
1934,Aughagarna,,Clare,Republic of Ireland,V15,R014617,101474,161756,52.69834,-9.45811,Kilrush,Clare County Council,Munster,Mid-West,Townland
1935,Aughagault,,Donegal,Republic of Ireland,F93,C175024,217522,402412,54.86914,-7.72784,Lifford,Donegal County Council,Ulster,Border,Townland
1936,Aughagault Big,,Donegal,Republic of Ireland,F93,C165017,216539,401762,54.86333,-7.74319,Lifford,Donegal County Council,Ulster,Border,Townland
1937,Aughaleigue Beg,Achadh Liag Beag,Cork,Republic of Ireland,P75,V785374,78542,37462,51.57722,-9.75278,Bantry,Cork County Council,Munster,South-West,Townland
1938,Aughaleigue More,Achadh Liag Mór,Cork,Republic of Ireland,P75,V795372,79582,37249,51.57553,-9.73771,Bantry,Cork County Council,Munster,South-West,Townland
1939,Aughalin,Áith Liní,Limerick,Republic of Ireland,V94,R359348,135919,134871,52.46196,-8.94351,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1940,Aughall Beg,Áth Cál Beag,Tipperary,Republic of Ireland,E41,S133714,213325,171493,52.79464,-7.80320,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1941,Aughall Middle,Áth Cál Láir,Tipperary,Republic of Ireland,E41,S133720,213346,172082,52.79993,-7.80286,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1942,Aughall More,Áth Cál Mór,Tipperary,Republic of Ireland,E41,S126708,212649,170837,52.78877,-7.81325,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1943,Aughane,Áthán,Cork,Republic of Ireland,P25,W902663,190262,66344,51.84979,-8.14204,Midleton,Cork County Council,Munster,South-West,Townland
1944,Aughanna,Achanna,Kerry,Republic of Ireland,V92,Q585118,58597,111879,52.24094,-10.07082,Tralee,Kerry County Council,Munster,South-West,Townland
1945,Aughans,,Laois,Republic of Ireland,R35,N412160,241277,216012,53.19323,-7.38318,Tullamore,Laois County Council,Leinster,Midland,Townland
1946,Aughathlappa,,Wexford,Republic of Ireland,Y21,S877416,287747,141614,52.51925,-6.70807,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1947,Aughatubbrid,Achadh Tiobraide,Kilkenny,Republic of Ireland,R95,S541813,254128,181358,52.88073,-7.19674,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
1948,Aughavanlomaun,Áth an Bheannlomáin,Tipperary,Republic of Ireland,E91,S156093,215695,109324,52.23592,-7.77099,Clonmel,Tipperary County Council,Munster,South-East,Townland
1949,Aughavehir,Áth an Bheithir,Tipperary,Republic of Ireland,V94,R789679,178927,167902,52.76212,-8.31289,Limerick,Tipperary County Council,Munster,Mid-West,Townland
1950,Aughavinna,,Clare,Republic of Ireland,V95,R088969,108845,196960,53.01588,-9.35897,Ennis,Clare County Council,Munster,Mid-West,Townland
1951,Aughboy,Ath Buí,Clare,Republic of Ireland,V94,R634655,163408,165557,52.74022,-8.54251,Limerick,Clare County Council,Munster,Mid-West,Townland
1952,Aughclare,,Wexford,Republic of Ireland,Y34,S735204,273554,120471,52.33139,-6.92177,New Ross,Wexford County Council,Leinster,South-East,Townland
1953,Aughermon,,Wexford,Republic of Ireland,Y35,S901156,290141,115619,52.28532,-6.67981,Wexford,Wexford County Council,Leinster,South-East,Townland
1954,Aughernagalliagh,Eochair na gCailleach,Mayo,Republic of Ireland,F26,F658378,65888,337884,54.27219,-10.05942,Ballina,Mayo County Council,Connacht,West,Townland
1955,Augherskea,Eachaire Sceach,Meath,Republic of Ireland,A85,N917513,291778,251326,53.50413,-6.61757,Dunshaughlin,Meath County Council,Leinster,Mid-East,Townland
1956,Aughfad,,Wexford,Republic of Ireland,Y35,S926179,292640,117948,52.30583,-6.64257,Wexford,Wexford County Council,Leinster,South-East,Townland
1957,Aughils,Achaill,Kerry,Republic of Ireland,V93,Q719035,71917,103553,52.16942,-9.87279,Killarney,Kerry County Council,Munster,South-West,Townland
1958,Aughine,Achadh an Daighin,Longford,Republic of Ireland,N39,N138683,213821,268316,53.66460,-7.79166,Longford,Longford County Council,Leinster,Midland,Townland
1959,Aughinida,Achadh Ghoinide,Cork,Republic of Ireland,P12,W372758,137228,75853,51.93179,-8.91331,Macroom,Cork County Council,Munster,South-West,Townland
1960,Aughinish,Eachinis,Clare,Republic of Ireland,V94,R706817,170674,181743,52.88610,-8.43638,Limerick,Clare County Council,Munster,Mid-West,Townland
1961,Aughinish,Eachinis,Clare,Republic of Ireland,H91,M278131,127852,213125,53.16400,-9.07945,Galway,Clare County Council,Munster,Mid-West,Townland
1962,Aughinish,,Clare,Republic of Ireland,H91,M283130,128339,213002,53.16296,-9.07214,Galway,Clare County Council,Munster,Mid-West,Town/Village
1963,Aughinish East,Eachinis Thoir,Limerick,Republic of Ireland,V94,R281529,128153,152936,52.62330,-9.06165,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1964,Aughinish West,Eachinis Thiar,Limerick,Republic of Ireland,V94,R269521,126996,152139,52.61598,-9.07856,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1965,Aughiska Beg,,Clare,Republic of Ireland,V95,R124974,112422,197430,53.02070,-9.30580,Ennis,Clare County Council,Munster,Mid-West,Townland
1966,Aughiska More,,Clare,Republic of Ireland,V95,R112967,111242,196795,53.01480,-9.32321,Ennis,Clare County Council,Munster,Mid-West,Townland
1967,Aughkeely,,Donegal,Republic of Ireland,F93,C122019,212209,401999,54.86558,-7.81061,Lifford,Donegal County Council,Ulster,Border,Townland
1968,Aughkiletaun,Achadh Choillteáin,Kilkenny,Republic of Ireland,R95,S681479,268146,147944,52.57893,-6.99548,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
1969,Aughmore,An tÁth Mór,Waterford,Republic of Ireland,E32,S338185,233857,118524,52.31777,-7.50424,Carrick-On-Suir,Waterford City And County Council,Munster,South-East,Townland
1970,Aughmore,,Wexford,Republic of Ireland,Y21,T073347,307338,134749,52.45409,-6.42180,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1971,Aughmore,,Wexford,Republic of Ireland,Y35,T099093,309908,109322,52.22516,-6.39231,Wexford,Wexford County Council,Leinster,South-East,Townland
1972,Aughnacloy,Áth na Cloiche,Monaghan,Republic of Ireland,H18,H578323,257827,332330,54.23663,-7.11389,Monaghan,Monaghan County Council,Ulster,Border,Townland
1973,Aughnacloy,,Sligo,Republic of Ireland,F52,G842159,184274,315933,54.09233,-8.24108,Boyle,Sligo County Council,Connacht,Border,Townland
1974,Aughnacrumpane,Áth na gCrompán,Tipperary,Republic of Ireland,R95,S362471,236227,147132,52.57470,-7.46638,Kilkenny,Tipperary County Council,Munster,South-East,Townland
1975,Aughnacurraveel,Áth na gCorrmhíol,Waterford,Republic of Ireland,P36,X153836,215376,83622,52.00494,-7.77682,Youghal,Waterford City And County Council,Munster,South-East,Townland
1976,Aughnagalley,,Wexford,Republic of Ireland,Y21,S987379,298797,137908,52.48407,-6.54645,Enniscorthy,Wexford County Council,Leinster,South-East,Townland
1977,Aughnagan,Áth na gCeann,Wexford,Republic of Ireland,Y35,S938162,293836,116221,52.29012,-6.62552,Wexford,Wexford County Council,Leinster,South-East,Townland
1978,Aughnagomaun,Áth na gCamán,Tipperary,Republic of Ireland,E41,S122498,212201,149882,52.60047,-7.82066,Thurles,Tipperary County Council,Munster,South-East,Townland
1979,Aughnaheela,Áth na hÍle,Tipperary,Republic of Ireland,E41,S026693,202615,169313,52.77521,-7.96198,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1980,Aughnalyra,Áth na Laidhre,Cork,Republic of Ireland,P25,W953832,195304,83264,52.00191,-8.06911,Midleton,Cork County Council,Munster,South-West,Townland
1981,Aughnamaulmeen,,Wexford,Republic of Ireland,Y25,T052648,305296,164887,52.72520,-6.44224,Gorey,Wexford County Council,Leinster,South-East,Townland
1982,Aughnanure,Achadh na nIúr,Galway,Republic of Ireland,H91,M150412,115026,241256,53.41481,-9.27869,Galway,Galway County Council,Connacht,West,Townland
1983,Aughness,Eachinis,Mayo,Republic of Ireland,F28,F801168,80140,316821,54.08661,-9.83239,Westport,Mayo County Council,Connacht,West,Townland
